Chave_Tempo,Chave_Local,Chave_Religiao,Em_Conflito,Populacao_Total,Populacao_Urbana,Populacao_Rural,Taxa_Crescimento,Expectativa_Vida,Taxa_Mortalidade,PIB_Per_Capita,Acesso_Educacao,Medicos_Por_Habitante
8,20,22,Médio,54738329,16648721,38089608,1.72,68.9244,446.46410689,8701.645,,
7,20,22,Baixo,50270753,14621264,35649489,1.95,66.5429,432.63772332,,,
6,20,22,Baixo,45650022,12695065,32954957,2.2,62.186,553.20193198,,,
5,20,22,Baixo,40940005,10058137,30881868,2.63,59.7128,559.97791634,,,
4,20,22,Baixo,35954408,7704931,28249477,2.91,56.4699,607.02674964,,,
3,20,22,Baixo,31149337,6434876,24714461,3.01,53.131,,,,
2,20,22,Baixo,26851747,5389651,21462096,2.84,50.6085,,,,
1,20,23,Baixo,23343181,4277639,19065542,2.7,48.1338,,,,
23,21,36,Baixo,69551332,58798650,10752682,0.6,,,,,
22,21,36,Baixo,69138192,58353588,10784604,0.66,,,,,
21,21,36,Baixo,68682962,57900076,10782886,0.74,81.3015,,54542.016,,
20,21,36,Baixo,68179315,57438662,10740653,0.75,81.0744,,54805.445,,
18,21,36,Baixo,67351861,56495180,10856681,0.36,80.3854,,48656.164,78.03388798865942,
13,21,36,Baixo,65382110,54035311,11346799,0.74,80.919,,51823.973,,
12,21,6,Baixo,63006483,51469697,11536786,0.78,80.3908,,48766.29,76.81903098605265,
11,21,6,Baixo,60596108,48178255,12417853,0.52,79.1061,,49586.67,,
10,21,6,Baixo,59057338,46365434,12691904,0.31,77.8491,,44859.66,,
9,21,6,Baixo,58154635,45427516,12727119,0.27,76.614,,38047.36,,
8,21,6,Baixo,57367862,44683287,12684575,0.27,75.7377,,35586.742,,
7,21,6,Baixo,56606414,44263815,12342599,0.11,74.5362,,,,
6,21,6,Baixo,56282103,44157482,12124621,0.02,73.5906,,,,
5,21,6,Baixo,56220143,43667185,12552958,0.2,72.65,,,,
4,21,6,Baixo,55663801,42903762,12760039,0.48,71.8819,,,,
3,21,6,Baixo,54359020,42259485,12099535,0.68,71.5157,,,,
2,21,6,Baixo,52538548,41130617,11407931,0.53,71.0251,,,,
1,21,6,Baixo,51176747,40241373,10935374,0.42,70.1344,,,,
23,22,36,Baixo,70545865,28244987,42300878,2.9,,,,,
22,22,36,Baixo,68560157,26929194,41630963,2.92,,,,,
21,22,36,Baixo,66617606,25659393,40958213,2.95,66.9953,,3620.7935,,
20,22,36,Baixo,64711821,24434383,40277438,2.99,66.8786,,3546.981,,
18,22,36,Baixo,60972798,22113353,38859445,3.04,66.7712,,3449.8215,30.266081556152884,
13,22,36,Baixo,52020962,17035213,34985749,3.05,63.9284,,3111.4446,,
12,22,6,Baixo,44758488,12959969,31798519,2.7,61.1266,,2654.8035,,
11,22,6,Baixo,39182076,9791527,29390549,2.72,57.675,,2253.0933,,
10,22,6,Médio,34260139,7624725,26635414,2.43,53.2439,,1839.9366,,
9,22,6,Baixo,30383497,6154968,24228529,3.08,51.0048,,1685.8511,,
8,22,6,Baixo,26110207,4807840,21302367,3.02,51.9849,,1794.2046,,
7,22,6,Baixo,22501693,3661481,18840212,3.24,52.1843,,,,
6,22,6,Baixo,19189769,2719241,16470528,3.52,51.2719,,,,
5,22,6,Baixo,16138361,1781210,14357151,3.65,48.9216,,,,
4,22,6,Baixo,13492677,1068352,12424325,3.3,46.4947,,,,
3,22,33,Baixo,11470728,704473,10766255,2.99,44.542,,,,
2,22,36,Baixo,9901419,528498,9372921,2.75,42.5959,,,,
1,22,36,Baixo,8644862,385389,8259473,2.54,41.8264,,,,
23,23,36,Baixo,66650804,55018724,11632080,0.15,,,,,
22,23,36,Baixo,66548530,54661663,11886867,0.17,,,,,
21,23,36,Baixo,66438822,54303895,12134927,0.24,83.3253,,55441.188,,
20,23,36,Baixo,66277409,53944675,12332734,0.29,82.4753,,55106.332,,32.81
18,23,36,Baixo,65905277,53217966,12687311,0.27,82.1993,1000.1867373,50610.633,74.37700160998119,32.52
13,23,36,Médio,64916336,51343241,13573095,0.47,82.1487,899.70862579,52018.332,,31.84
12,23,6,Baixo,63417363,49393298,14024065,0.58,81.4047,860.56863369,50424.957,75.58090155469242,33.45
11,23,6,Baixo,61625032,47229925,14395107,0.71,80.3367,864.83830039,49528.996,,34.13
10,23,6,Baixo,59483717,45225597,14258120,0.44,79.0438,901.33911639,47132.484,,33.28
9,23,6,Baixo,58192203,43630318,14561885,0.42,77.8715,914.38979964,41639.71,,32.63
8,23,6,Baixo,56990238,42182927,14807311,0.54,76.8351,927.46994365,39674.426,,30.87
7,23,6,Baixo,55467150,40800487,14666663,0.56,75.309,1001.4355524,,,
6,23,6,Baixo,53941061,39623972,14317089,0.45,74.2335,1018.5575801,,,
5,23,6,Baixo,52746325,38658424,14087901,0.75,72.9001,1063.2295351,,,
4,23,6,Baixo,50813075,36126954,14686121,0.82,72.0915,1063.0214858,,,
3,23,6,Baixo,48772830,32832934,15939896,0.99,71.1067,1108.2144806,,,
2,23,6,Baixo,46428134,28381288,18046846,1.02,70.3675,1132.6388554,,,
1,23,6,Baixo,44136090,25317338,18818752,1.05,68.4442,1203.6280991,,,
23,24,36,Baixo,64747319,43112579,21634740,1.16,,,,,
22,24,36,Baixo,64007187,42416701,21590486,1.26,,,,,
21,24,36,Baixo,63212384,41711727,21500657,1.34,66.1387,,13690.39,,
20,24,36,Baixo,62378410,40998414,21379996,1.42,65.4536,,13777.192,,7.94
18,24,36,Baixo,60562381,39550889,21011492,1.64,65.1502,,13266.786,13.706913588403506,
13,24,36,Baixo,56723537,35844349,20879188,1.62,64.0532,830.95538655,14559.475,,7.63
12,24,6,Baixo,52344051,32094811,20249240,1.13,58.8863,1061.8669236,14182.334,27.6895538416423,7.05
11,24,6,Baixo,49490033,29065720,20424313,0.97,53.9142,1234.7652027,12877.307,,
10,24,6,Baixo,47159719,26015136,21144583,1.15,58.3678,920.07357813,11197.515,,
9,24,6,Médio,44541554,22932019,21609535,1.8,61.6033,,10331.469,,
8,24,6,Alto,40746268,19545369,21200899,3.06,62.9422,,10824.385,,
7,24,6,Baixo,35042093,16653360,18388733,3.49,62.1954,,,,
6,24,6,Baixo,29518857,14411610,15107247,2.82,59.9605,,,,
5,24,6,Baixo,25690940,12610547,13080393,2.89,57.5906,,,,
4,24,6,Baixo,22279984,10919359,11360625,3.14,55.6808,,,,
3,24,6,Baixo,19089380,9422320,9667060,3.03,54.4272,,,,
2,24,6,Baixo,16440172,8138204,8301968,2.5,52.5751,,,,
1,24,6,Baixo,14533365,6829341,7704024,2.19,48.1727,,,,
23,25,36,Baixo,59146260,42568771,16577489,-0.33,,,,,
22,25,36,Baixo,59342867,42455134,16887733,-0.26,,,,,
21,25,36,Baixo,59499453,42343688,17155765,-0.2,83.7157,,53312.07,,
20,25,36,Baixo,59619115,42233014,17386101,-0.18,82.052,,52924.61,,41.91
18,25,36,Baixo,59912769,42006701,17906068,-0.36,82.1814,1255.6162542,46089.297,68.12051068510553,39.7
13,25,36,Baixo,60575316,41393818,19181498,0.14,82.5211,1063.7935266,47523.953,,38.48
12,25,6,Baixo,60164213,40811310,19352903,0.56,82.1319,966.57121676,50391.234,71.47529377230532,37.63
11,25,6,Baixo,58519693,39835813,18683880,0.43,81.0201,980.39168332,52425.67,,36.87
10,25,6,Baixo,57272196,38513990,18758206,-0.05,79.607,983.98862305,50999.895,,34.24
9,25,6,Baixo,57403344,38316513,19086831,0.13,78.1253,979.3223636,45993.15,,37.63
8,25,6,Baixo,57031454,38118729,18912725,0.06,76.9936,942.93399559,43204.402,,54.94
7,25,6,Baixo,56855501,38099260,18756241,0.16,75.6068,958.03575335,,,
6,25,6,Baixo,56412084,37597841,18814243,0.45,74.0518,971.63643755,,,
5,25,6,Baixo,55166045,36320918,18845127,0.66,72.7281,992.92134308,,,
4,25,6,Baixo,53390236,34436288,18953948,0.73,71.6296,971.08706307,,,
3,25,6,Baixo,51480728,31990341,19490387,0.78,70.2601,996.41641869,,,
2,25,6,Baixo,49514555,29527606,19986949,0.57,69.2074,958.07767702,,,
1,25,6,Baixo,48130818,27502303,20628515,0.74,68.2514,918.49328026,,,
23,26,36,Baixo,57532493,18371967,39160526,1.95,,,,,
22,26,36,Baixo,56432944,17645362,38787582,1.98,,,,,
21,26,36,Médio,55339003,16943167,38395836,2.0,63.6459,,5682.9893,,2.89
20,26,36,Baixo,54252461,16264626,37987835,1.94,63.5491,,5491.694,,2.36
18,26,36,Baixo,52217334,14975059,37242275,1.98,61.5958,,5057.4014,54.34561624956679,0.74
13,26,36,Médio,47088526,12119756,34968770,2.51,62.279,,4679.622,,
12,26,6,Baixo,41598567,9746669,31851898,3.05,60.9149,,4211.5244,42.42636567320744,1.71
11,26,6,Médio,35796484,7813454,27983030,3.16,58.5098,,3844.7356,,
10,26,6,Médio,30642890,6256185,24386705,2.87,56.0836,,3756.6362,,
9,26,6,Baixo,26601751,4994299,21607452,3.05,55.8557,,3890.0986,,
8,26,6,Baixo,22892651,3919437,18973214,3.58,58.3336,,4177.486,,
7,26,6,Baixo,19201768,3159732,16042036,3.69,60.8558,,,,
6,26,6,Baixo,16018459,2535258,13483201,3.46,59.1748,,,,
5,26,6,Baixo,13511671,1741729,11769942,3.51,56.6205,,,,
4,26,6,Baixo,11368791,1158465,10210326,4.01,54.1427,,,,
3,26,6,Baixo,9338078,817908,8520170,3.95,51.8865,,,,
2,26,36,Baixo,7695307,596757,7098550,3.34,48.4766,,,,
1,26,36,Baixo,6529297,448051,6081246,2.51,42.2847,,,,
23,27,36,Baixo,54850648,18722491,36128157,0.64,,,,,
22,27,36,Baixo,54500091,18372626,36127465,0.68,,,,,
21,27,36,Alto,54133798,18032802,36100996,0.7,66.889,,5364.138,,
20,27,36,Alto,53756787,17702521,36054266,0.69,66.5058,,5350.4766,,
18,27,36,Médio,53016522,17068066,35948456,0.71,66.6121,,5926.8345,43.3606314394901,
13,27,36,Médio,51089056,15646537,35442519,0.83,65.2877,,5313.886,,
12,27,21,Médio,49024382,14487449,34536933,0.66,63.4791,,3893.7903,,5.39
11,27,21,Médio,47438365,13548744,33889621,0.93,61.7204,,2377.9026,,3.92
10,27,21,Médio,45290841,12457527,32833314,1.23,60.3567,,1359.9304,,
9,27,21,Alto,42605338,11295542,31309796,1.36,58.6708,,962.2094,,
8,27,21,Médio,39817251,10255233,29562018,1.69,57.1587,,775.32825,,
7,27,21,Baixo,36622827,9075330,27547497,1.97,55.8162,,,,
6,27,21,Baixo,33227204,7999556,25227648,1.94,54.3744,,,,
5,27,21,Baixo,30176565,7110236,23066329,2.1,52.4933,,,,
4,27,21,Baixo,27193016,6022901,21170115,2.29,50.4696,,,,
3,27,21,Baixo,24279431,4905378,19374053,2.24,47.4049,,,,
2,27,21,Baixo,21730250,4034840,17695410,2.14,44.0861,,,,
1,27,21,Baixo,19550482,3323690,16226792,1.97,40.4421,,,,
23,28,36,Baixo,53425635,43010759,10414876,1.02,,,,,
22,28,36,Baixo,52886363,42612369,10273994,1.08,,,,,
21,28,36,Médio,52321152,42201325,10119827,1.13,77.7246,,18692.385,,25.35
20,28,36,Médio,51737944,41777604,9960340,1.07,76.5081,,18788.406,,
18,28,36,Médio,50629997,40891996,9738001,1.45,74.7565,591.26553953,16150.725,41.33085185854885,23.94
13,28,36,Médio,46969940,38469351,8500589,0.96,76.0665,461.8453693,17128.107,,20.22
12,28,6,Médio,44777319,35799432,8977887,1.23,74.8757,443.41005734,14293.021,38.69118613538447,16.66
11,28,6,Alto,42128977,32907507,9221470,1.51,73.1557,442.78331108,12218.054,,14.32
10,28,6,Alto,39089934,29881676,9208258,1.77,70.905,472.5615726,11010.671,,12.64
9,28,6,Médio,35804662,26874824,8929838,1.99,69.8096,466.47252094,11484.666,,10.54
8,28,6,Médio,32440069,23812185,8627884,2.08,68.7008,467.28993137,10181.133,,8.07
7,28,6,Baixo,29268470,20788244,8480226,2.31,65.3591,536.14289993,,,
6,28,6,Baixo,26104498,17679604,8424894,2.26,66.6932,,,,
5,28,6,Baixo,23344644,14930011,8414633,2.32,64.0117,636.75367404,,,
4,28,6,Baixo,20811782,12494401,8317381,2.75,61.4646,,,,
3,28,6,Baixo,18169050,10111908,8057142,3.09,59.2469,991.17581685,,,
2,28,6,Baixo,15606209,7625171,7981038,2.98,56.6086,1187.7400104,,,
1,28,6,Baixo,13473060,5579539,7893521,2.74,51.9303,1278.8417476,,,
23,29,36,Baixo,51667029,42587468,9079561,-0.1,,,,,
22,29,36,Baixo,51717590,42454846,9262744,-0.06,,,,,
21,29,36,Baixo,51748739,42323569,9425170,-0.07,84.3288,,50572.25,,
20,29,36,Baixo,51782512,42193408,9589104,-0.13,82.727,,49933.977,,
18,29,36,Baixo,51858482,41934110,9924372,0.18,83.6752,,46506.934,84.13841810365311,
13,29,36,Baixo,50983912,41301851,9682061,0.89,82.5404,,42593.008,,
12,29,34,Baixo,48769332,40601614,8167718,0.38,80.7172,,37728.88,92.16358463644447,
11,29,34,Baixo,47851644,39622010,8229634,0.46,78.4486,,31417.291,,
10,29,34,Baixo,46766661,37729427,9037234,0.61,76.2351,,25189.857,,
9,29,34,Baixo,45368425,35441319,9927106,0.58,73.3752,,19877.193,,
8,29,34,Baixo,44081427,31696103,12385324,1.39,70.9936,,13883.375,,
7,29,34,Baixo,41148963,26474831,14674132,1.53,68.4083,,,,
6,29,33,Baixo,38141107,21582191,16558916,1.23,64.8484,,,,
5,29,33,Baixo,35875743,16997155,18878588,1.97,64.667,,,,
4,29,33,Baixo,32542197,13110502,19431695,2.13,62.1754,,,,
3,29,33,Baixo,29284338,9351713,19932625,2.32,55.7837,,,,
2,29,33,Baixo,26115379,7022058,19093321,3.37,53.7567,,,,
1,29,33,Baixo,22125103,5251885,16873218,2.29,48.3534,,,,
23,30,36,Baixo,51662147,18220482,33441665,2.4,,,,,
22,30,36,Baixo,50448963,17593905,32855058,0.81,,,,,
21,30,36,Alto,50042791,16993683,33049108,1.34,66.331,,2469.1946,,
20,30,36,Alto,49383346,16419594,32963752,2.74,65.695,,3132.0771,,
18,30,36,Médio,46789231,15349424,31439807,2.72,65.1237,,3401.2498,27.061734346149436,
13,30,36,Alto,40024431,13099314,26925117,2.48,64.3746,,4159.1943,,3.96
12,30,12,Alto,35414399,11378101,24036298,2.53,62.9792,,4219.837,,
11,30,12,Alto,31262444,10126640,21135804,2.36,57.2263,,4152.3228,,
10,30,12,Alto,27816745,8855115,18961630,2.43,58.9456,,3575.852,,
9,30,12,Médio,24672143,7768800,16903343,2.3,57.4465,,2824.632,,
8,30,12,Alto,22021481,5764212,16257269,2.04,55.4969,,2460.1887,,
7,30,12,Baixo,19905872,3947451,15958421,3.13,50.0141,,,,
6,30,12,Baixo,17058905,2895483,14163422,3.94,54.072,,,,
5,30,12,Baixo,14064798,2300428,11764370,3.76,53.31,,,,
4,30,12,Baixo,11695771,1698802,9996969,3.48,52.2939,,,,
3,30,12,Baixo,9858030,1172787,8685243,3.34,51.0311,,,,
2,30,12,Baixo,8364489,810765,7553724,3.1,49.566,,,,
1,30,36,Baixo,7181692,562183,6619509,3.02,47.7203,,,,
23,31,36,Baixo,51384894,15430672,35954222,2.74,,,,,
22,31,36,Baixo,50015092,14635755,35379337,2.79,,,,,
21,31,36,Médio,48656601,13873500,34783101,2.84,68.2523,,2791.0557,,
20,31,36,Médio,47312719,13143166,34169553,3.05,67.6747,,2724.906,,1.91
18,31,36,Baixo,44457152,11775012,32682140,3.39,66.4098,,2678.009,33.40994580657276,1.58
13,31,36,Baixo,37531446,8855831,28675615,2.99,63.8315,,2520.02,,0.97
12,31,6,Baixo,32390802,6573772,25817030,2.98,59.9593,,2244.606,23.03163065362455,
11,31,6,Médio,27963289,4841176,23122113,3.1,54.9264,,1765.0378,,1.2
10,31,6,Alto,24000150,3554371,20445779,3.04,49.6397,,1487.005,,
9,31,6,Médio,20665667,2639817,18025850,3.3,47.7062,,1288.5089,,
8,31,6,Médio,17569897,1931504,15638393,3.18,47.5612,,1080.0383,,
7,31,6,Baixo,15023681,1340406,13683275,2.5,45.4963,,,,
6,31,6,Baixo,13275741,945460,12330281,2.51,43.4526,,,,
5,31,6,Baixo,11725240,762275,10962965,2.58,46.5175,,,,
4,31,6,Baixo,10321603,629441,9692162,3.13,49.621,,,,
3,31,6,Baixo,8849203,441548,8407655,2.98,48.3027,,,,
2,31,36,Baixo,7640973,299817,7341156,2.93,45.6325,,,,
1,31,36,Baixo,6613770,208359,6405411,2.84,42.4188,,,,
23,32,36,Baixo,47889958,37995950,9894008,-0.04,,,,,
22,32,36,Baixo,47910526,37911965,9998561,0.0,,,,,
21,32,36,Baixo,47911579,37829585,10081994,0.17,83.6703,,47141.543,,
20,32,36,Baixo,47828382,37744345,10084037,0.19,82.3661,,46479.086,,42.94
18,32,36,Baixo,47679489,37543537,10135952,0.52,82.2413,1042.6963741,41372.78,73.05874982468707,45.46
13,32,36,Baixo,46683686,36933458,9750228,-0.07,82.6109,910.50778184,42851.414,,38.26
12,32,6,Baixo,46840471,36702035,10138436,1.28,82.0063,829.22406049,42515.49,70.87146027264203,37.37
11,32,6,Baixo,43958885,34028496,9930389,1.39,80.3196,892.56026576,43387.035,,35.21
10,32,6,Baixo,41019774,31194106,9825668,0.48,79.4123,897.08629847,39777.45,,31.01
9,32,2,Baixo,40052738,30259317,9793421,0.49,78.2002,883.01364203,33360.46,,42.82
8,32,6,Baixo,39084979,29617580,9467399,0.25,77.0004,855.10482761,31639.244,,20.37
7,32,6,Baixo,38601321,28821455,9779866,0.56,76.4105,811.67023332,,,
6,32,6,Baixo,37537565,27511836,10025729,0.95,75.5259,770.72489865,,,
5,32,6,Baixo,35795769,25028014,10767755,1.15,73.4918,846.70339031,,,
4,32,6,Baixo,33812723,22440001,11372722,1.04,72.1491,826.85655593,,,
3,32,6,Baixo,32110668,19756731,12353937,1.1,70.9,837.00701139,,,
2,32,6,Baixo,30404939,17246904,13158035,0.89,69.2066,865.45886546,,,
1,32,6,Baixo,29089776,15792936,13296840,0.71,66.6811,926.82406388,,,
23,33,36,Baixo,47435312,35291973,12143339,1.33,,,,,
22,33,36,Baixo,46814308,34656776,12157532,1.41,,,,,
21,33,36,Baixo,46164219,34005054,12159165,1.51,76.261,,15159.324,,
20,33,36,Baixo,45477389,33336714,12140675,1.6,76.1289,,14782.2,,16.6
18,33,36,Baixo,44042091,31950910,12091181,1.73,73.2568,,14194.155,25.05339075483662,
13,33,36,Médio,40019529,28248247,11771282,2.03,75.1589,,15239.518,,
12,33,12,Médio,36188236,24393696,11794540,1.79,74.1435,,14496.421,33.499062003400795,
11,33,12,Médio,33109249,21247946,11861303,1.39,72.836,,13738.496,,10.26
10,33,19,Alto,30903893,18684813,12219080,1.65,70.5759,,11558.221,,
9,33,12,Alto,28470191,16185664,12284527,2.33,67.6914,,10588.443,,
8,33,12,Baixo,25375810,13496502,11879308,2.89,67.6584,,11728.546,,
7,33,12,Baixo,22008544,10824400,11184144,3.41,64.155,,,,
6,33,12,Baixo,18607174,8419984,10187190,3.48,54.5124,,,,
5,33,12,Baixo,15678596,6738763,8939833,2.61,46.9211,,,,
4,33,12,Baixo,13783719,5747203,8036516,2.19,43.328,,,,
3,33,19,Baixo,12365976,4753122,7612854,1.6,42.8455,,,,
2,33,36,Baixo,11424922,3394238,8030684,2.2,40.8388,,,,
1,33,36,Baixo,10247424,2570392,7677032,2.59,40.8697,,,,
23,34,36,Baixo,47020774,34038857,12981917,2.13,,,,,
22,34,36,Baixo,46042015,33073885,12968130,2.15,,,,,
21,34,36,Médio,45074049,32130222,12943827,2.28,72.3242,,12711.062,,
20,34,36,Médio,44070551,31207440,12863111,2.32,72.0371,,13393.675,,10.22
18,34,36,Médio,42116605,29422695,12693910,2.24,69.6506,,12827.635,21.193398555537403,9.23
13,34,36,Alto,37560535,25252255,12308280,3.88,69.9771,303.35153562,13516.027,,7.18
12,34,19,Alto,31045366,21258071,9787295,1.79,68.0924,,11816.841,,6.36
11,34,19,Alto,28407448,18572494,9834954,3.07,64.8989,,10078.443,,
10,34,19,Médio,24424056,16141452,8282604,3.24,64.8603,,12702.164,,
9,34,19,Alto,20825860,13899288,6926572,3.45,64.7614,,5969.6694,,
8,34,19,Médio,17581206,12176901,5404305,2.31,57.5872,,10735.094,,
7,34,19,Baixo,15683430,10711364,4972066,2.9,59.7998,,,,
6,34,19,Baixo,13591992,8945864,4646128,3.32,60.9159,,,,
5,34,19,Baixo,11543639,7171852,4371787,3.47,61.4345,,,,
4,34,19,Baixo,9735611,5569369,4166242,3.49,60.5323,,,,
3,34,19,Baixo,8202140,4242440,3959700,3.16,56.3872,,,,
2,34,19,Baixo,7022052,3127214,3894838,1.98,51.4616,,,,
1,34,19,Baixo,6366279,2447031,3919248,2.4,44.98,,,,
23,35,36,Baixo,45851378,44010474,1840904,0.34,,,,,
22,35,36,Baixo,45696159,43600665,2095494,0.35,,,,,
21,35,36,Baixo,45538401,43186763,2351638,0.29,77.3947,,27104.98,,51.06
20,35,36,Baixo,45407904,42768727,2639177,0.21,75.8061,,27627.963,,54.37
18,35,36,Baixo,45191965,41919857,3272108,0.49,75.8781,832.42074801,23877.094,37.39902844763737,53.04
13,35,36,Baixo,43477012,39728358,3748654,1.04,76.5995,767.46327882,28669.207,,49.8
12,35,6,Baixo,41288694,37451589,3837105,1.03,75.68,773.42507359,28056.258,37.689019209660344,
11,35,6,Baixo,39216789,35243134,3973655,1.05,75.2306,753.76422518,23262.408,,
10,35,6,Baixo,37213984,33033759,4180225,1.19,73.91,751.67367596,22281.38,,
9,35,6,Baixo,35070020,30852828,4217192,1.37,72.8644,765.55435395,20819.5,,
8,35,6,Baixo,32755901,28469564,4286337,1.55,71.6145,794.49291504,17007.285,,
7,35,6,Baixo,30336441,25841892,4494549,1.61,69.8793,782.55791127,,,
6,35,6,Baixo,28011596,23296076,4715520,1.6,68.5761,862.77842383,,,
5,35,6,Baixo,25874107,21106293,4767814,1.62,66.9647,,,,
4,35,6,Baixo,23878327,18909965,4968362,1.55,65.6474,935.50343201,,,
3,35,6,Baixo,22112629,17017687,5094942,1.64,65.0531,,,,
2,35,6,Baixo,20386045,15177946,5208099,1.72,64.2423,,,,
1,35,6,Baixo,18716029,13181070,5534959,1.92,62.7026,,,,
23,36,36,Baixo,43844111,11704638,32139473,2.81,,,,,
22,36,36,Baixo,42647492,11320521,31326971,2.88,,,,,
21,36,36,Médio,41454761,10948055,30506706,2.16,66.0346,,1992.4244,,3.17
20,36,36,Alto,40578842,10587583,29991259,1.45,65.617,,1981.7102,,
18,36,36,Alto,39068979,9904337,29164642,3.2,61.4537,,2769.6858,18.051638784667052,2.53
13,36,36,Alto,33831764,8367571,25464193,3.65,62.2695,,2967.6921,,2.9
12,36,19,Alto,28284089,6836980,21447109,2.99,60.7018,,2848.5862,,2.44
11,36,19,Alto,24404567,5691836,18712731,3.93,58.2468,,1908.1147,,
10,36,19,Alto,20130327,4436282,15694045,3.36,55.0047,,1617.8264,,
9,36,19,Alto,17065836,3697570,13368266,7.22,52.1032,,,,
8,36,19,Alto,12045660,2593947,9451713,1.06,45.1183,,,,
7,36,19,Baixo,11426852,2238468,9188384,-2.8,32.1316,,,,
6,36,19,Baixo,13169311,2119078,11050233,0.61,39.2581,,,,
5,36,19,Baixo,12773954,1717422,11056532,2.5,39.9944,,,,
4,36,19,Baixo,11290128,1295433,9994695,2.38,37.4601,,,,
3,36,19,Baixo,10036008,984350,9051658,2.12,35.1245,,,,
2,36,19,Baixo,9035043,755797,8279246,1.65,32.7987,,,,
1,36,19,Baixo,8326979,587818,7739161,1.38,30.366,,,,
23,37,36,Baixo,41773878,13801674,27972204,2.93,,,,,
22,37,36,Baixo,40583164,13317380,27265784,3.03,,,,,
21,37,36,Médio,39390799,12841267,26549532,3.06,69.2952,,,,0.98
20,37,36,Alto,38222876,12373691,25849185,2.92,67.9517,,,,1.65
18,37,36,Alto,36134863,11465414,24669449,2.91,66.4354,,,5.942090373378859,1.76
13,37,36,Alto,31159379,9360571,21798808,3.1,66.7613,,,,
12,37,19,Médio,26754387,7501186,19253201,3.26,67.223,,,,
11,37,19,Baixo,22790085,5955824,16834261,3.04,65.3561,,,,
10,37,19,Baixo,19624141,4695121,14929020,3.23,62.761,,,,
9,37,19,Baixo,16740058,3640249,13099809,3.81,60.5324,,,,
8,37,19,Baixo,13887862,2523689,11364173,3.93,58.5282,,,,
7,37,36,Baixo,11453825,1809366,9644459,3.72,55.4184,,,,
6,37,36,Baixo,9543358,1342619,8200739,3.25,50.6081,,,,
5,37,36,Baixo,8133598,1013953,7119645,2.86,45.4752,,,,
4,37,36,Baixo,7065279,823777,6241502,2.66,40.5729,,,,
3,37,36,Baixo,6195593,622252,5573341,2.29,35.5922,,,,
2,37,36,Baixo,5532301,470664,5061637,2.0,33.4615,,,,
1,37,36,Baixo,5009672,347047,4662625,1.65,30.8097,,,,
23,38,36,Baixo,40126723,32164167,7962556,0.97,,,,,
22,38,36,Baixo,39742430,31863601,7878829,1.13,,,,,
21,38,36,Baixo,39299105,31563358,7735747,1.23,82.6302,,55918.93,,28.19
20,38,36,Baixo,38821259,31263957,7557302,0.95,81.2493,870.26506614,56872.605,,28.14
18,38,36,Baixo,38171902,30670064,7501838,1.03,81.6536,817.15526888,53274.91,82.97508643941477,24.15
13,38,36,Baixo,35962234,29212401,6749833,1.01,81.9084,733.71465078,54819.188,,
12,38,6,Baixo,34196899,27655231,6541668,1.06,81.3363,703.05161446,51763.676,86.70993998212676,
11,38,6,Baixo,32440173,25869853,6570320,0.98,80.131,712.49408969,51564.844,,
10,38,6,Baixo,30891803,24428073,6463730,0.95,79.233,708.20426624,47667.434,,
9,38,6,Baixo,29459131,22782132,6676999,1.17,78.0206,711.78912454,40988.4,,
8,38,6,Baixo,27789443,21207473,6581970,1.4,77.4333,722.26507094,39863.066,,
7,38,6,Baixo,25927465,19755707,6171758,1.11,76.3479,715.03553035,,,
