"Country or Area","Year","Religion","Value","Value Footnotes"
"Ireland","2006","Hindu","3715",""
"Ireland","2006","Jehovah Witness","2299",""
"Ireland","2006","Jewish","1004",""
"Ireland","2006","Lapsed Roman Catholic","238",""
"Ireland","2006","Latter Day Saints","604",""
"Ireland","2006","Lutheran","2079",""
"Ireland","2006","Methodist","6041",""
"Ireland","2006","Muslim","19372",""
"Ireland","2006","Orthodox","10668",""
"Ireland","2006","Pantheism","802",""
"Ireland","2006","Presbyterian","12008",""
"Ireland","2006","Protestant","1883",""
"Ireland","2006","Quakers","415",""
"Ireland","2006","Roman Catholic","1818390",""
"Ireland","2006","Other","4923",""
"Ireland","2006","No Religion","110756",""
"Ireland","2006","Not Stated","39377",""
"Ireland","2006","Total","2118677",""
"Ireland","2006","Agnostic","544",""
"Ireland","2006","Apostolic","4305",""
"Ireland","2006","Atheist","288",""
"Ireland","2006","Baha'i","247",""
"Ireland","2006","Baptist","1797",""
"Ireland","2006","Brethren","181",""
"Ireland","2006","Buddhist","3384",""
"Ireland","2006","Christian","15456",""
"Ireland","2006","Church of Ireland","61360",""
"Ireland","2006","Evangelical","2835",""
"Ireland","2006","Hindu","2367",""
"Ireland","2006","Jehovah Witness","2853",""
"Ireland","2006","Jewish","926",""
"Ireland","2006","Lapsed Roman Catholic","302",""
"Ireland","2006","Latter Day Saints","633",""
"Ireland","2006","Lutheran","3200",""
"Ireland","2006","Methodist","6119",""
"Ireland","2006","Muslim","13167",""
"Ireland","2006","Orthodox","10130",""
"Ireland","2006","Pantheism","889",""
"Ireland","2006","Presbyterian","11538",""
"Ireland","2006","Protestant","2473",""
"Ireland","2006","Quakers","467",""
"Ireland","2006","Roman Catholic","1863056",""
"Ireland","2006","Other","3653",""
"Ireland","2006","No Religion","75562",""
"Ireland","2006","Not Stated","30945",""
"Ireland","2006","Total","2574313",""
"Ireland","2006","Agnostic","1143",""
"Ireland","2006","Apostolic","7445",""
"Ireland","2006","Atheist","758",""
"Ireland","2006","Baha'i","380",""
"Ireland","2006","Baptist","2461",""
"Ireland","2006","Brethren","255",""
"Ireland","2006","Buddhist","5399",""
"Ireland","2006","Christian","22421",""
"Ireland","2006","Church of Ireland","63054",""
"Ireland","2006","Evangelical","4078",""
"Ireland","2006","Hindu","5619",""
"Ireland","2006","Jehovah Witness","3107",""
"Ireland","2006","Jewish","1578",""
"Ireland","2006","Lapsed Roman Catholic","398",""
"Ireland","2006","Latter Day Saints","1022",""
"Ireland","2006","Lutheran","4040",""
"Ireland","2006","Methodist","8185",""
"Ireland","2006","Muslim","30649",""
"Ireland","2006","Orthodox","19058",""
"Ireland","2006","Pantheism","1044",""
"Ireland","2006","Presbyterian","12147",""
"Ireland","2006","Protestant","3433",""
"Ireland","2006","Quakers","561",""
"Ireland","2006","Roman Catholic","2176759",""
"Ireland","2006","Other","6758",""
"Ireland","2006","No Religion","139093",""
"Ireland","2006","Not Stated","53468",""
"Ireland","2006","Total","1267960",""
"Ireland","2006","Agnostic","740",""
"Ireland","2006","Apostolic","3490",""
"Ireland","2006","Atheist","520",""
"Ireland","2006","Baha'i","189",""
"Ireland","2006","Baptist","1108",""
"Ireland","2006","Brethren","137",""
"Ireland","2006","Buddhist","2625",""
"Ireland","2006","Christian","10511",""
"Ireland","2006","Church of Ireland","30353",""
"Ireland","2006","Evangelical","1872",""
"Ireland","2006","Hindu","3426",""
"Ireland","2006","Jehovah Witness","1352",""
"Ireland","2006","Jewish","824",""
"Ireland","2006","Lapsed Roman Catholic","169",""
"Ireland","2006","Latter Day Saints","503",""
"Ireland","2006","Lutheran","1588",""
"Ireland","2006","Methodist","4061",""
"Ireland","2006","Muslim","18147",""
"Ireland","2006","Orthodox","9700",""
"Ireland","2006","Pantheism","511",""
"Ireland","2006","Presbyterian","6039",""
"Ireland","2006","Protestant","1480",""
"Ireland","2006","Quakers","268",""
"Ireland","2006","Roman Catholic","1051061",""
"Ireland","2006","Other","3936",""
"Ireland","2006","No Religion","83328",""
"Ireland","2006","Not Stated","30022",""
"Ireland","2006","Total","1306353",""
"Ireland","2006","Agnostic","403",""
"Ireland","2006","Apostolic","3955",""
"Ireland","2006","Atheist","238",""
"Ireland","2006","Baha'i","191",""
"Ireland","2006","Baptist","1353",""
"Ireland","2006","Brethren","118",""
"Ireland","2006","Buddhist","2774",""
"Ireland","2006","Christian","11910",""
"Ireland","2006","Church of Ireland","32701",""
"Ireland","2006","Evangelical","2206",""
"Ireland","2006","Hindu","2193",""
"Ireland","2006","Jehovah Witness","1755",""
"Ireland","2006","Jewish","754",""
"Ireland","2006","Lapsed Roman Catholic","229",""
"Ireland","2006","Latter Day Saints","519",""
"Ireland","2006","Lutheran","2452",""
"Ireland","2006","Methodist","4124",""
"Ireland","2006","Muslim","12502",""
"Ireland","2006","Orthodox","9358",""
"Ireland","2006","Pantheism","533",""
"Ireland","2006","Presbyterian","6108",""
"Ireland","2006","Protestant","1953",""
"Ireland","2006","Quakers","293",""
"Ireland","2006","Roman Catholic","1125698",""
"Ireland","2006","Other","2822",""
"Ireland","2006","No Religion","55765",""
"Ireland","2006","Not Stated","23446",""
"Ireland","2006","Total","1665535",""
"Ireland","2006","Agnostic","372",""
"Ireland","2006","Apostolic","671",""
"Ireland","2006","Atheist","171",""
"Ireland","2006","Baha'i","124",""
"Ireland","2006","Baptist","877",""
"Ireland","2006","Brethren","110",""
"Ireland","2006","Buddhist","1117",""
"Ireland","2006","Christian","6785",""
"Ireland","2006","Church of Ireland","58175",""
"Ireland","2006","Evangelical","1198",""
"Ireland","2006","Hindu","463",""
"Ireland","2006","Jehovah Witness","2045",""
"Ireland","2006","Jewish","352",""
"Ireland","2006","Lapsed Roman Catholic","142",""
"Ireland","2006","Latter Day Saints","215",""
"Ireland","2006","Lutheran","1239",""
"Ireland","2006","Methodist","3975",""
"Ireland","2006","Muslim","1890",""
"Ireland","2006","Orthodox","1740",""
"Ireland","2006","Pantheism","647",""
"Ireland","2006","Presbyterian","11399",""
"Ireland","2006","Protestant","923",""
"Ireland","2006","Quakers","321",""
"Ireland","2006","Roman Catholic","1504687",""
"Ireland","2006","Other","1818",""
"Ireland","2006","No Religion","47225",""
"Ireland","2006","Not Stated","16854",""
"Ireland","2006","Total","853211",""
"Ireland","2006","Agnostic","231",""
"Ireland","2006","Apostolic","321",""
"Ireland","2006","Atheist","121",""
"Ireland","2006","Baha'i","68",""
"Ireland","2006","Baptist","433",""
"Ireland","2006","Brethren","47",""
"Ireland","2006","Buddhist","507",""
"Ireland","2006","Christian","3239",""
"Ireland","2006","Church of Ireland","29516",""
"Ireland","2006","Evangelical","569",""
"Ireland","2006","Hindu","289",""
"Ireland","2006","Jehovah Witness","947",""
"Ireland","2006","Jewish","180",""
"Ireland","2006","Lapsed Roman Catholic","69",""
"Ireland","2006","Latter Day Saints","101",""
"Ireland","2006","Lutheran","491",""
"Ireland","2006","Methodist","1980",""
"Ireland","2006","Muslim","1225",""
"Ireland","2006","Orthodox","968",""
"Ireland","2006","Pantheism","291",""
"Ireland","2006","Presbyterian","5969",""
"Ireland","2006","Protestant","403",""
"Ireland","2006","Quakers","147",""
"Ireland","2006","Roman Catholic","767329",""
"Ireland","2006","Other","987",""
"Ireland","2006","No Religion","27428",""
"Ireland","2006","Not Stated","9355",""
"Ireland","2006","Total","812324",""
"Ireland","2006","Agnostic","141",""
"Ireland","2006","Apostolic","350",""
"Ireland","2006","Atheist","50",""
"Ireland","2006","Baha'i","56",""
"Ireland","2006","Baptist","444",""
"Ireland","2006","Brethren","63",""
"Ireland","2006","Buddhist","610",""
"Ireland","2006","Christian","3546",""
"Ireland","2006","Church of Ireland","28659",""
"Ireland","2006","Evangelical","629",""
"Ireland","2006","Hindu","174",""
"Ireland","2006","Jehovah Witness","1098",""
"Ireland","2006","Jewish","172",""
"Ireland","2006","Lapsed Roman Catholic","73",""
"Ireland","2006","Latter Day Saints","114",""
"Ireland","2006","Lutheran","748",""
"Ireland","2006","Methodist","1995",""
"Ireland","2006","Muslim","665",""
"Ireland","2006","Orthodox","772",""
"Ireland","2006","Pantheism","356",""
"Ireland","2006","Presbyterian","5430",""
"Ireland","2006","Protestant","520",""
"Ireland","2006","Quakers","174",""
"Ireland","2006","Roman Catholic","737358",""
"Ireland","2006","Other","831",""
"Ireland","2006","No Religion","19797",""
"Ireland","2006","Not Stated","7499",""
"Ireland","2002","Total","3917203",""
"Ireland","2002","Agnostic","1028",""
"Ireland","2002","Apostolic","3152",""
"Ireland","2002","Atheist","500",""
"Ireland","2002","Baha'i","490",""
"Ireland","2002","Baptist","2265",""
"Ireland","2002","Brethren","222",""
"Ireland","2002","Buddhist","3894",""
"Ireland","2002","Christian","21403",""
"Ireland","2002","Church of Ireland","115611",""
"Ireland","2002","Evangelical","3780",""
"Ireland","2002","Hindu","3099",""
"Ireland","2002","Jehovah Witness","4430",""
"Ireland","2002","Jewish","1790",""
"Ireland","2002","Lapsed Roman Catholic","590",""
"Ireland","2002","Latter Day Saints","833",""
"Ireland","2002","Lutheran","3068",""
"Ireland","2002","Methodist","10033",""
"Ireland","2002","Muslim","19147",""
"Ireland","2002","Orthodox","10437","34"
"Ireland","2002","Pantheism","1106",""
"Ireland","2002","Presbyterian","20582",""
"Ireland","2002","Quakers","859",""
"Ireland","2002","Roman Catholic","3462606",""
"Ireland","2002","Other","8920",""
"Ireland","2002","No Religion","138264",""
"Ireland","2002","Not Specified","79094","35"
"Ireland","2002","Total","1946164",""
"Ireland","2002","Agnostic","626",""
"Ireland","2002","Apostolic","1473",""
"Ireland","2002","Atheist","356",""
"Ireland","2002","Baha'i","248",""
"Ireland","2002","Baptist","1097",""
"Ireland","2002","Brethren","122",""
"Ireland","2002","Buddhist","2052",""
"Ireland","2002","Christian","10115",""
"Ireland","2002","Church of Ireland","56894",""
"Ireland","2002","Evangelical","1721",""
"Ireland","2002","Hindu","1970",""
"Ireland","2002","Jehovah Witness","2031",""
"Ireland","2002","Jewish","913",""
"Ireland","2002","Lapsed Roman Catholic","287",""
"Ireland","2002","Latter Day Saints","428",""
"Ireland","2002","Lutheran","1164",""
"Ireland","2002","Methodist","5012",""
"Ireland","2002","Muslim","11726",""
"Ireland","2002","Orthodox","5666","34"
"Ireland","2002","Pantheism","523",""
"Ireland","2002","Presbyterian","10516",""
"Ireland","2002","Quakers","413",""
"Ireland","2002","Roman Catholic","1702522",""
"Ireland","2002","Other","4903",""
"Ireland","2002","No Religion","82262",""
"Ireland","2002","Not Specified","41124","35"
"Ireland","2002","Total","1971039",""
"Ireland","2002","Agnostic","402",""
"Ireland","2002","Apostolic","1679",""
"Ireland","2002","Atheist","144",""
"Ireland","2002","Baha'i","242",""
"Ireland","2002","Baptist","1168",""
"Ireland","2002","Brethren","100",""
"Ireland","2002","Buddhist","1842",""
"Ireland","2002","Christian","11288",""
"Ireland","2002","Church of Ireland","58717",""
"Ireland","2002","Evangelical","2059",""
"Ireland","2002","Hindu","1129",""
"Ireland","2002","Jehovah Witness","2399",""
"Ireland","2002","Jewish","877",""
"Ireland","2002","Lapsed Roman Catholic","303",""
"Ireland","2002","Latter Day Saints","405",""
"Ireland","2002","Lutheran","1904",""
"Ireland","2002","Methodist","5021",""
"Ireland","2002","Muslim","7421",""
"Ireland","2002","Orthodox","4771","34"
"Ireland","2002","Pantheism","583",""
"Ireland","2002","Presbyterian","10066",""
"Ireland","2002","Quakers","446",""
"Ireland","2002","Roman Catholic","1760084",""
"Ireland","2002","Other","4017",""
"Ireland","2002","No Religion","56002",""
"Ireland","2002","Not Specified","37970","35"
"Ireland","2002","Total","2334282",""
"Ireland","2002","Agnostic","734",""
"Ireland","2002","Apostolic","2679",""
"Ireland","2002","Atheist","387",""
"Ireland","2002","Baha'i","386",""
"Ireland","2002","Baptist","1581",""
"Ireland","2002","Brethren","123",""
"Ireland","2002","Buddhist","3066",""
"Ireland","2002","Christian","15192",""
"Ireland","2002","Church of Ireland","60130",""
"Ireland","2002","Evangelical","3010",""
"Ireland","2002","Hindu","2811",""
"Ireland","2002","Jehovah Witness","2570",""
"Ireland","2002","Jewish","1512",""
"Ireland","2002","Lapsed Roman Catholic","417",""
"Ireland","2002","Latter Day Saints","695",""
"Ireland","2002","Lutheran","2168",""
"Ireland","2002","Methodist","6611",""
"Ireland","2002","Muslim","17689",""
"Ireland","2002","Orthodox","9266","34"
"Ireland","2002","Pantheism","688",""
"Ireland","2002","Presbyterian","9851",""
"Ireland","2002","Quakers","562",""
"Ireland","2002","Roman Catholic","2026958",""
"Ireland","2002","Other","6491",""
"Ireland","2002","No Religion","101900",""
"Ireland","2002","Not Specified","56805","35"
"Ireland","2002","Total","1133507",""
"Ireland","2002","Agnostic","458",""
"Ireland","2002","Apostolic","1246",""
"Ireland","2002","Atheist","273",""
"Ireland","2002","Baha'i","190",""
"Ireland","2002","Baptist","765",""
"Ireland","2002","Brethren","61",""
"Ireland","2002","Buddhist","1628",""
"Ireland","2002","Christian","7158",""
"Ireland","2002","Church of Ireland","28700",""
"Ireland","2002","Evangelical","1360",""
"Ireland","2002","Hindu","1781",""
"Ireland","2002","Jehovah Witness","1160",""
"Ireland","2002","Jewish","781",""
"Ireland","2002","Lapsed Roman Catholic","199",""
"Ireland","2002","Latter Day Saints","362",""
"Ireland","2002","Lutheran","827",""
"Ireland","2002","Methodist","3260",""
"Ireland","2002","Muslim","10704",""
"Ireland","2002","Orthodox","4957","34"
"Ireland","2002","Pantheism","331",""
"Ireland","2002","Presbyterian","4894",""
"Ireland","2002","Quakers","265",""
"Ireland","2002","Roman Catholic","967648",""
"Ireland","2002","Other","3638",""
"Ireland","2002","No Religion","60968",""
"Ireland","2002","Not Specified","29893","35"
"Ireland","2002","Total","1200775",""
"Ireland","2002","Agnostic","276",""
"Ireland","2002","Apostolic","1433",""
"Ireland","2002","Atheist","114",""
"Ireland","2002","Baha'i","196",""
"Ireland","2002","Baptist","816",""
"Ireland","2002","Brethren","62",""
"Ireland","2002","Buddhist","1438",""
"Ireland","2002","Christian","8034",""
"Ireland","2002","Church of Ireland","31430",""
"Ireland","2002","Evangelical","1650",""
"Ireland","2002","Hindu","1030",""
"Ireland","2002","Jehovah Witness","1410",""
"Ireland","2002","Jewish","731",""
"Ireland","2002","Lapsed Roman Catholic","218",""
"Ireland","2002","Latter Day Saints","333",""
"Ireland","2002","Lutheran","1341",""
"Ireland","2002","Methodist","3351",""
"Ireland","2002","Muslim","6985",""
"Ireland","2002","Orthodox","4309","34"
"Ireland","2002","Pantheism","357",""
"Ireland","2002","Presbyterian","4957",""
"Ireland","2002","Quakers","297",""
"Ireland","2002","Roman Catholic","1059310",""
"Ireland","2002","Other","2853",""
"Ireland","2002","No Religion","40932",""
"Ireland","2002","Not Specified","26912","35"
"Ireland","2002","Total","1582921",""
"Ireland","2002","Agnostic","294",""
"Ireland","2002","Apostolic","473",""
"Ireland","2002","Atheist","113",""
"Ireland","2002","Baha'i","104",""
"Ireland","2002","Baptist","684",""
"Ireland","2002","Brethren","99",""
"Ireland","2002","Buddhist","828",""
"Ireland","2002","Christian","6211",""
"Ireland","2002","Church of Ireland","55481",""
"Ireland","2002","Evangelical","770",""
"Ireland","2002","Hindu","288",""
"Ireland","2002","Jehovah Witness","1860",""
"Ireland","2002","Jewish","278",""
"Ireland","2002","Lapsed Roman Catholic","173",""
"Ireland","2002","Latter Day Saints","138",""
"Ireland","2002","Lutheran","900",""
"Ireland","2002","Methodist","3422",""
"Ireland","2002","Muslim","1458",""
"Ireland","2002","Orthodox","1171","34"
"Ireland","2002","Pantheism","418",""
"Ireland","2002","Presbyterian","10731",""
"Ireland","2002","Quakers","297",""
"Ireland","2002","Roman Catholic","1435648",""
"Ireland","2002","Other","2429",""
"Ireland","2002","No Religion","36364",""
"Ireland","2002","Not Specified","22289","35"
"Ireland","2002","Total","812657",""
"Ireland","2002","Agnostic","168",""
"Ireland","2002","Apostolic","227",""
"Ireland","2002","Atheist","83",""
"Ireland","2002","Baha'i","58",""
"Ireland","2002","Baptist","332",""
"Ireland","2002","Brethren","61",""
"Ireland","2002","Buddhist","424",""
"Ireland","2002","Christian","2957",""
"Ireland","2002","Church of Ireland","28194",""
"Ireland","2002","Evangelical","361",""
"Ireland","2002","Hindu","189",""
"Ireland","2002","Jehovah Witness","871",""
"Ireland","2002","Jewish","132",""
"Ireland","2002","Lapsed Roman Catholic","88",""
"Ireland","2002","Latter Day Saints","66",""
"Ireland","2002","Lutheran","337",""
"Ireland","2002","Methodist","1752",""
"Ireland","2002","Muslim","1022",""
"Ireland","2002","Orthodox","709","34"
"Ireland","2002","Pantheism","192",""
"Ireland","2002","Presbyterian","5622",""
"Ireland","2002","Quakers","148",""
"Ireland","2002","Roman Catholic","734874",""
"Ireland","2002","Other","1265",""
"Ireland","2002","No Religion","21294",""
"Ireland","2002","Not Specified","11231","35"
"Ireland","2002","Total","770264",""
"Ireland","2002","Agnostic","126",""
"Ireland","2002","Apostolic","246",""
"Ireland","2002","Atheist","30",""
"Ireland","2002","Baha'i","46",""
"Ireland","2002","Baptist","352",""
"Ireland","2002","Brethren","38",""
"Ireland","2002","Buddhist","404",""
"Ireland","2002","Christian","3254",""
"Ireland","2002","Church of Ireland","27287",""
"Ireland","2002","Evangelical","409",""
"Ireland","2002","Hindu","99",""
"Ireland","2002","Jehovah Witness","989",""
"Ireland","2002","Jewish","146",""
"Ireland","2002","Lapsed Roman Catholic","85",""
"Ireland","2002","Latter Day Saints","72",""
"Ireland","2002","Lutheran","563",""
"Ireland","2002","Methodist","1670",""
"Ireland","2002","Muslim","436",""
"Ireland","2002","Orthodox","462","34"
"Ireland","2002","Pantheism","226",""
"Ireland","2002","Presbyterian","5109",""
"Ireland","2002","Quakers","149",""
"Ireland","2002","Roman Catholic","700774",""
"Ireland","2002","Other","1164",""
"Ireland","2002","No Religion","15070",""
"Ireland","2002","Not Specified","11058","35"
"Israel","1995","Christian","122400","36"
"Israel","1995","Druze","92655","36"
"Israel","1995","Jewish","4476225","36"
"Israel","1995","Muslim","808375","36"
"Israel","1995","Other","67445","36"
"Israel","1995","Christian","59695","36"
"Israel","1995","Druze","47995","36"
"Israel","1995","Jewish","2194060","36"
"Israel","1995","Muslim","410875","36"
"Israel","1995","Other","32200","36"
"Israel","1995","Christian","62705","36"
"Israel","1995","Druze","44660","36"
"Israel","1995","Jewish","2282165","36"
"Israel","1995","Muslim","397500","36"
"Israel","1995","Other","35245","36"
"Israel","1995","Christian","120375","36"
"Israel","1995","Druze","90370","36"
"Israel","1995","Jewish","4051705","36"
"Israel","1995","Muslim","734830","36"
"Israel","1995","Other","62050","36"
"Israel","1995","Christian","58770","36"
"Israel","1995","Druze","46750","36"
"Israel","1995","Jewish","1975170","36"
"Israel","1995","Muslim","373130","36"
"Israel","1995","Other","28765","36"
"Israel","1995","Christian","61605","36"
"Israel","1995","Druze","43620","36"
"Israel","1995","Jewish","2076535","36"
"Israel","1995","Muslim","361700","36"
"Israel","1995","Other","33285","36"
"Israel","1995","Christian","2025","36"
"Israel","1995","Druze","2285","36"
"Israel","1995","Jewish","424520","36"
"Israel","1995","Muslim","73545","36"
"Israel","1995","Other","5395","36"
"Israel","1995","Christian","925","36"
"Israel","1995","Druze","1245","36"
"Israel","1995","Jewish","218890","36"
"Israel","1995","Muslim","37745","36"
"Israel","1995","Other","3435","36"
"Israel","1995","Christian","1100","36"
"Israel","1995","Druze","1040","36"
"Israel","1995","Jewish","205630","36"
"Israel","1995","Muslim","35800","36"
"Israel","1995","Other","1960","36"
"Jamaica","2011","Total","2684256","37"
"Jamaica","2011","Anglican","74995","37"
"Jamaica","2011","Baha'i","269","37"
"Jamaica","2011","Baptist","180626","37"
"Jamaica","2011","Brethren","23647","37"
"Jamaica","2011","Church of God of Prophecy","121264","37"
"Jamaica","2011","Hindu","1839","37"
"Jamaica","2011","Islam ","1511","37"
"Jamaica","2011","Jehovah Witness","50843","37"
"Jamaica","2011","Judaism","506","37"
"Jamaica","2011","Methodist","43362","37"
"Jamaica","2011","Moravian","18351","37"
"Jamaica","2011","Pentecostal","295209","37"
"Jamaica","2011","Rastafarian","29028","37"
"Jamaica","2011","Revived","36309","37"
"Jamaica","2011","Roman Catholic","58010","37"
"Jamaica","2011","Seventh Day Adventist","322202","37"
"Jamaica","2011","United Church","55419","37"
"Jamaica","2011","Other Church of God","246790","37"
"Jamaica","2011","Other Religions","169000","37"
"Jamaica","2011","No Religion","571988","37"
"Jamaica","2011","Not Specified","61403","37"
"Jamaica","2011","New Testament Church of God","192128","37"
"Jamaica","2011","Church of God in Jamaica","129557","37"
"Jamaica","2011","Total","1324669","37"
"Jamaica","2011","Anglican","34310","37"
"Jamaica","2011","Baha'i","136","37"
"Jamaica","2011","Baptist","81178","37"
"Jamaica","2011","Brethren","10230","37"
"Jamaica","2011","Church of God of Prophecy","53413","37"
"Jamaica","2011","Hindu","1071","37"
"Jamaica","2011","Islam ","1051","37"
"Jamaica","2011","Jehovah Witness","21290","37"
"Jamaica","2011","Judaism","256","37"
"Jamaica","2011","Methodist","19258","37"
"Jamaica","2011","Moravian","8608","37"
"Jamaica","2011","Pentecostal","125831","37"
"Jamaica","2011","Rastafarian","25322","37"
"Jamaica","2011","Revived","14039","37"
"Jamaica","2011","Roman Catholic","27306","37"
"Jamaica","2011","Seventh Day Adventist","147271","37"
"Jamaica","2011","United Church","24051","37"
"Jamaica","2011","Other Church of God","106035","37"
"Jamaica","2011","Other Religions","71014","37"
"Jamaica","2011","No Religion","382399","37"
"Jamaica","2011","Not Specified","31173","37"
"Jamaica","2011","New Testament Church of God","83826","37"
"Jamaica","2011","Church of God in Jamaica","55601","37"
"Jamaica","2011","Total","1359587","37"
"Jamaica","2011","Anglican","40685","37"
"Jamaica","2011","Baha'i","133","37"
"Jamaica","2011","Baptist","99448","37"
"Jamaica","2011","Brethren","13417","37"
"Jamaica","2011","Church of God of Prophecy","67851","37"
"Jamaica","2011","Hindu","768","37"
"Jamaica","2011","Islam ","460","37"
"Jamaica","2011","Jehovah Witness","29553","37"
"Jamaica","2011","Judaism","250","37"
"Jamaica","2011","Methodist","24104","37"
"Jamaica","2011","Moravian","9743","37"
"Jamaica","2011","Pentecostal","169378","37"
"Jamaica","2011","Rastafarian","3706","37"
"Jamaica","2011","Revived","22270","37"
"Jamaica","2011","Roman Catholic","30704","37"
"Jamaica","2011","Seventh Day Adventist","174931","37"
"Jamaica","2011","United Church","31368","37"
"Jamaica","2011","Other Church of God","140755","37"
"Jamaica","2011","Other Religions","97986","37"
"Jamaica","2011","No Religion","189589","37"
"Jamaica","2011","Not Specified","30230","37"
"Jamaica","2011","New Testament Church of God","108302","37"
"Jamaica","2011","Church of God in Jamaica","73956","37"
"Jamaica","2011","Total","1442816","37"
"Jamaica","2011","Anglican","43104","37"
"Jamaica","2011","Baha'i","189","37"
"Jamaica","2011","Baptist","88589","37"
"Jamaica","2011","Brethren","14356","37"
"Jamaica","2011","Church of God of Prophecy","48265","37"
"Jamaica","2011","Hindu","1681","37"
"Jamaica","2011","Islam ","1010","37"
"Jamaica","2011","Jehovah Witness","26984","37"
"Jamaica","2011","Judaism","413","37"
"Jamaica","2011","Methodist","21656","37"
"Jamaica","2011","Moravian","6718","37"
"Jamaica","2011","Pentecostal","164309","37"
"Jamaica","2011","Rastafarian","16038","37"
"Jamaica","2011","Revived","17981","37"
"Jamaica","2011","Roman Catholic","44627","37"
"Jamaica","2011","Seventh Day Adventist","149013","37"
"Jamaica","2011","United Church","26817","37"
"Jamaica","2011","Other Church of God","119248","37"
"Jamaica","2011","Other Religions","83224","37"
"Jamaica","2011","No Religion","348031","37"
"Jamaica","2011","Not Specified","39170","37"
"Jamaica","2011","New Testament Church of God","94062","37"
"Jamaica","2011","Church of God in Jamaica","87331","37"
"Jamaica","2011","Total","692580","37"
"Jamaica","2011","Anglican","19073","37"
"Jamaica","2011","Baha'i","91","37"
"Jamaica","2011","Baptist","38067","37"
"Jamaica","2011","Brethren","5997","37"
"Jamaica","2011","Church of God of Prophecy","20163","37"
"Jamaica","2011","Hindu","970","37"
"Jamaica","2011","Islam ","699","37"
"Jamaica","2011","Jehovah Witness","11080","37"
"Jamaica","2011","Judaism","203","37"
"Jamaica","2011","Methodist","9210","37"
"Jamaica","2011","Moravian","2974","37"
"Jamaica","2011","Pentecostal","67360","37"
"Jamaica","2011","Rastafarian","13823","37"
"Jamaica","2011","Revived","6612","37"
"Jamaica","2011","Roman Catholic","20582","37"
"Jamaica","2011","Seventh Day Adventist","65964","37"
"Jamaica","2011","United Church","10904","37"
"Jamaica","2011","Other Church of God","48831","37"
"Jamaica","2011","Other Religions","33972","37"
"Jamaica","2011","No Religion","220713","37"
"Jamaica","2011","Not Specified","19902","37"
"Jamaica","2011","New Testament Church of God","39164","37"
"Jamaica","2011","Church of God in Jamaica","36226","37"
"Jamaica","2011","Total","750236","37"
"Jamaica","2011","Anglican","24031","37"
"Jamaica","2011","Baha'i","98","37"
"Jamaica","2011","Baptist","50522","37"
"Jamaica","2011","Brethren","8359","37"
"Jamaica","2011","Church of God of Prophecy","28102","37"
"Jamaica","2011","Hindu","711","37"
"Jamaica","2011","Islam ","311","37"
"Jamaica","2011","Jehovah Witness","15904","37"
"Jamaica","2011","Judaism","210","37"
"Jamaica","2011","Methodist","12446","37"
"Jamaica","2011","Moravian","3744","37"
"Jamaica","2011","Pentecostal","96949","37"
"Jamaica","2011","Rastafarian","2215","37"
"Jamaica","2011","Revived","11369","37"
"Jamaica","2011","Roman Catholic","24045","37"
"Jamaica","2011","Seventh Day Adventist","83049","37"
"Jamaica","2011","United Church","15913","37"
"Jamaica","2011","Other Church of God","70417","37"
"Jamaica","2011","Other Religions","49252","37"
"Jamaica","2011","No Religion","127318","37"
"Jamaica","2011","Not Specified","19268","37"
"Jamaica","2011","New Testament Church of God","54898","37"
"Jamaica","2011","Church of God in Jamaica","51105","37"
"Jamaica","2011","Total","1241440","37"
"Jamaica","2011","Anglican","31891","37"
"Jamaica","2011","Baha'i","80","37"
"Jamaica","2011","Baptist","92037","37"
"Jamaica","2011","Brethren","9291","37"
"Jamaica","2011","Church of God of Prophecy","72999","37"
"Jamaica","2011","Hindu","158","37"
"Jamaica","2011","Islam ","501","37"
"Jamaica","2011","Jehovah Witness","23859","37"
"Jamaica","2011","Judaism","93","37"
"Jamaica","2011","Methodist","21706","37"
"Jamaica","2011","Moravian","11633","37"
"Jamaica","2011","Pentecostal","130900","37"
"Jamaica","2011","Rastafarian","12990","37"
"Jamaica","2011","Revived","18328","37"
"Jamaica","2011","Roman Catholic","13383","37"
"Jamaica","2011","Seventh Day Adventist","173189","37"
"Jamaica","2011","United Church","28602","37"
"Jamaica","2011","Other Church of God","127542","37"
"Jamaica","2011","Other Religions","85776","37"
"Jamaica","2011","No Religion","223957","37"
"Jamaica","2011","Not Specified","22233","37"
"Jamaica","2011","New Testament Church of God","98066","37"
"Jamaica","2011","Church of God in Jamaica","42226","37"
"Jamaica","2011","Total","632089","37"
"Jamaica","2011","Anglican","15237","37"
"Jamaica","2011","Baha'i","45","37"
"Jamaica","2011","Baptist","43111","37"
"Jamaica","2011","Brethren","4233","37"
"Jamaica","2011","Church of God of Prophecy","33250","37"
"Jamaica","2011","Hindu","101","37"
"Jamaica","2011","Islam ","352","37"
"Jamaica","2011","Jehovah Witness","10210","37"
"Jamaica","2011","Judaism","53","37"
"Jamaica","2011","Methodist","10048","37"
"Jamaica","2011","Moravian","5634","37"
"Jamaica","2011","Pentecostal","58471","37"
"Jamaica","2011","Rastafarian","11499","37"
"Jamaica","2011","Revived","7427","37"
"Jamaica","2011","Roman Catholic","6724","37"
"Jamaica","2011","Seventh Day Adventist","81307","37"
"Jamaica","2011","United Church","13147","37"
